experiment_id,nr_of_subjects,is_control,questionnaire_applied_after,reference_of_experience,subject_health,quest_abbreviation,pubmed_id,doi,main_author,date_published,reference_text,abstract_text,paper_link,dosage_quantity,dosage_unit,info_induction,induction_method,injection_method,Affect_mean,Affect_std,Cognition_mean,Cognition_std,Intensity_mean,Intensity_std,Perception_mean,Perception_std,Somaesthesia_mean,Somaesthesia_std,Volition_mean,Volition_std
13,4,0,150,NULL,"schizophrenia patients",HRS,9002391,NULL,NULL,NULL,NULL,NULL,NULL,20,mg,"Values of Somaesthesia and Affect could not be extracted - markers of their graphs look too alike Through further reading you can judge which is which based on the peak relativities reported.  This may still be unreliable but extractable",D-amphetamine,oral,0.66,NULL,0.40,NULL,0.40,NULL,0.19,NULL,0.34,NULL,1.50,NULL
14,4,0,180,NULL,"schizophrenia patients",HRS,9002391,NULL,NULL,NULL,NULL,NULL,NULL,20,mg,"Values of Somaesthesia and Affect could not be extracted - markers of their graphs look too alike Through further reading you can judge which is which based on the peak relativities reported.  This may still be unreliable but extractable",D-amphetamine,oral,0.71,NULL,0.35,NULL,0.35,NULL,0.17,NULL,0.47,NULL,1.45,NULL
15,4,0,210,NULL,"schizophrenia patients",HRS,9002391,NULL,NULL,NULL,NULL,NULL,NULL,20,mg,"Values of Somaesthesia and Affect could not be extracted - markers of their graphs look too alike Through further reading you can judge which is which based on the peak relativities reported.  This may still be unreliable but extractable",D-amphetamine,oral,0.65,NULL,0.30,NULL,0.30,NULL,0.15,NULL,0.22,NULL,1.48,NULL
16,4,0,240,NULL,"schizophrenia patients",HRS,9002391,NULL,NULL,NULL,NULL,NULL,NULL,20,mg,"Values of Somaesthesia and Affect could not be extracted - markers of their graphs look too alike Through further reading you can judge which is which based on the peak relativities reported.  This may still be unreliable but extractable",D-amphetamine,oral,0.52,NULL,0.20,NULL,0.20,NULL,0.02,NULL,0.19,NULL,1.60,NULL
17,10,0,60,NULL,NULL,HRS,9447860,NULL,"Bowdle TA","1998 Jan","Bowdle, T.A., Radant, A.D., Cowley, D.S., Kharasch, E.D., Strassman, R.J. & Roy-Byrne, P.P. (1998) Psychedelic effects of ketamine in healthy volunteers: relationship to steady-state plasma concentrations. Anesthesiology, 1, 82-8.","BACKGROUND: Ketamine has been associated with a unique spectrum of subjective
""psychedelic"" effects in patients emerging from anesthesia. This study quantified
these effects of ketamine and related them to steady-state plasma concentrations.
METHODS: Ketamine or saline was administered in a single-blinded crossover
protocol to 10 psychiatrically healthy volunteers using computer-assisted
continuous infusion. A stepwise series of target plasma concentrations, 0, 50,
100, 150, and 200 ng/ml were maintained for 30 min each. After 20 min at each
step, the volunteers completed a visual analog (VAS) rating of 13 symptom scales.
Peripheral venous plasma ketamine concentrations were determined after 28 min at 
each step. One hour after discontinuation of the infusion, a psychological
inventory, the hallucinogen rating scale, was completed.
RESULTS: The relation of mean ketamine plasma concentrations to the target
concentrations was highly linear, with a correlation coefficient of R = 0.997 (P 
= 0.0027). Ketamine produced dose-related psychedelic effects. The relation
between steady-state ketamine plasma concentration and VAS scores was highly
linear for all VAS items, with linear regression coefficients ranging from R =
0.93 to 0.99 (P < 0.024 to P < 0.0005). Hallucinogen rating scale scores were
similar to those found in a previous study with psychedelic doses of
N,N-dimethyltryptamine, an illicit LSD-25-like drug.
CONCLUSIONS: Subanesthetic doses of ketamine produce psychedelic effects in
healthy volunteers. The relation between steady-state venous plasma ketamine
concentrations and effects is highly linear between 50 and 200 ng/ml.",NULL,NULL,NULL,"A stepwise series of five ketamine target plasma concentrations 0,50,100,150 and 200 ng/ml, were maintained for 30 min each.  ",Ketamine,i.v.,1.20,0.79,1.53,0.76,2.44,0.95,1.70,0.95,1.42,0.76,2.22,0.60
36,5,0,240,NULL,NULL,HRS,11292011,10.1007/s002130000606,"Riba J","2001 Feb","Riba, J., RodrÃ­guez-Fornells, A., Urbano, G., Morte, A., Antonijoan, R., Montero, M., Callaway, J.C. & Barbanoj, M.J. (2001) Subjective effects and tolerability of the South American psychoactive beverage Ayahuasca in healthy volunteers. Psychopharmacology, 1, 85-95.","RATIONALE: Ayahuasca is a South American psychoactive beverage that contains the 
naturally occurring psychedelic agent N,N-dimethyltryptamine (DMT). This ""tea""
has been used for centuries in religious and medicinal contexts in the rain
forest areas of South America and is presently gaining the attention of
psychedelic users in North America and Europe.
OBJECTIVES: In the present study, the psychological effects and tolerability of
ayvahuasca were assessed.
METHODS: Three increasing doses of encapsulated freeze-dried ayahuasca (0.5,
0.75, and 1.0 mg DMT/kg body weight) were administered to six healthy male
volunteers with prior experience in the use of this tea, in a single-blind
crossover placebo-controlled clinical trial.
RESULTS: Ayahuasca produced significant dose-dependent increases in five of the
six subscales of the Hallucinogen Rating Scale, in the LSD, MBG, and A scales of 
the Addiction Research Center Inventory, and in the ""liking"", ""good effects"" and 
""high"" visual analogue scales. Psychological effects were first noted after 30-60
min, peaked between 60-120 min, and were resolved by 240 min. The tea was well
tolerated from a cardiovascular point of view, with a trend toward increase for
systolic blood pressure. Modified physical sensations and nausea were the most
frequently reported somatic-dysphoric effects. The overall experience was
regarded as pleasant and satisfactory by five of the six volunteers, while one
volunteer experienced an intensely dysphoric reaction with transient
disorientation and anxiety at the medium dose and voluntarily withdrew from the
study.
CONCLUSIONS: Ayahuasca can be described as inducing changes in the perceptual,
affective, cognitive, and somatic spheres, with a combination of stimulatory and 
visual psychoactive effects of longer duration and milder intensity than those
previously reported for intravenously administered DMT.",NULL,0.5,"mg * body weight (kg)","The following experimental doses were chosen for the present study: 0.5 mg DMT/kg body weight as the low dose and 0.75 and 1.0 mg DMT/kg body weight as the medium and high dose, respectively. The freeze-dried material was encapsulated in 00 gelatin capsules containing 0.5, 0.25, or 0.125 g. Placebo capsules consisted of 00 gelatin capsules with 0.75 g lactose. Each volunteer received his calculated individual dose by combination of these capsules. Placebo capsules were added when necessary, so that all volunteers received 20 capsules on each experimental day.",DMT,"capsule (oral)",0.88,0.47,0.69,0.78,1.69,1.10,0.62,0.80,0.83,0.56,1.23,0.27
37,5,0,240,NULL,NULL,HRS,11292011,10.1007/s002130000606,"Riba J","2001 Feb","Riba, J., RodrÃ­guez-Fornells, A., Urbano, G., Morte, A., Antonijoan, R., Montero, M., Callaway, J.C. & Barbanoj, M.J. (2001) Subjective effects and tolerability of the South American psychoactive beverage Ayahuasca in healthy volunteers. Psychopharmacology, 1, 85-95.","RATIONALE: Ayahuasca is a South American psychoactive beverage that contains the 
naturally occurring psychedelic agent N,N-dimethyltryptamine (DMT). This ""tea""
has been used for centuries in religious and medicinal contexts in the rain
forest areas of South America and is presently gaining the attention of
psychedelic users in North America and Europe.
OBJECTIVES: In the present study, the psychological effects and tolerability of
ayvahuasca were assessed.
METHODS: Three increasing doses of encapsulated freeze-dried ayahuasca (0.5,
0.75, and 1.0 mg DMT/kg body weight) were administered to six healthy male
volunteers with prior experience in the use of this tea, in a single-blind
crossover placebo-controlled clinical trial.
RESULTS: Ayahuasca produced significant dose-dependent increases in five of the
six subscales of the Hallucinogen Rating Scale, in the LSD, MBG, and A scales of 
the Addiction Research Center Inventory, and in the ""liking"", ""good effects"" and 
""high"" visual analogue scales. Psychological effects were first noted after 30-60
min, peaked between 60-120 min, and were resolved by 240 min. The tea was well
tolerated from a cardiovascular point of view, with a trend toward increase for
systolic blood pressure. Modified physical sensations and nausea were the most
frequently reported somatic-dysphoric effects. The overall experience was
regarded as pleasant and satisfactory by five of the six volunteers, while one
volunteer experienced an intensely dysphoric reaction with transient
disorientation and anxiety at the medium dose and voluntarily withdrew from the
study.
CONCLUSIONS: Ayahuasca can be described as inducing changes in the perceptual,
affective, cognitive, and somatic spheres, with a combination of stimulatory and 
visual psychoactive effects of longer duration and milder intensity than those
previously reported for intravenously administered DMT.",NULL,0.75,"mg * body weight (kg)","The following experimental doses were chosen for the present study: 0.5 mg DMT/kg body weight as the low dose and 0.75 and 1.0 mg DMT/kg body weight as the medium and high dose, respectively. The freeze-dried material was encapsulated in 00 gelatin capsules containing 0.5, 0.25, or 0.125 g. Placebo capsules consisted of 00 gelatin capsules with 0.75 g lactose. Each volunteer received his calculated individual dose by combination of these capsules. Placebo capsules were added when necessary, so that all volunteers received 20 capsules on each experimental day.",DMT,"capsule (oral)",1.13,0.45,1.65,0.80,2.46,1.03,1.29,0.78,1.18,0.49,1.34,0.19
38,5,0,240,NULL,NULL,HRS,11292011,10.1007/s002130000606,"Riba J","2001 Feb","Riba, J., RodrÃ­guez-Fornells, A., Urbano, G., Morte, A., Antonijoan, R., Montero, M., Callaway, J.C. & Barbanoj, M.J. (2001) Subjective effects and tolerability of the South American psychoactive beverage Ayahuasca in healthy volunteers. Psychopharmacology, 1, 85-95.","RATIONALE: Ayahuasca is a South American psychoactive beverage that contains the 
naturally occurring psychedelic agent N,N-dimethyltryptamine (DMT). This ""tea""
has been used for centuries in religious and medicinal contexts in the rain
forest areas of South America and is presently gaining the attention of
psychedelic users in North America and Europe.
OBJECTIVES: In the present study, the psychological effects and tolerability of
ayvahuasca were assessed.
METHODS: Three increasing doses of encapsulated freeze-dried ayahuasca (0.5,
0.75, and 1.0 mg DMT/kg body weight) were administered to six healthy male
volunteers with prior experience in the use of this tea, in a single-blind
crossover placebo-controlled clinical trial.
RESULTS: Ayahuasca produced significant dose-dependent increases in five of the
six subscales of the Hallucinogen Rating Scale, in the LSD, MBG, and A scales of 
the Addiction Research Center Inventory, and in the ""liking"", ""good effects"" and 
""high"" visual analogue scales. Psychological effects were first noted after 30-60
min, peaked between 60-120 min, and were resolved by 240 min. The tea was well
tolerated from a cardiovascular point of view, with a trend toward increase for
systolic blood pressure. Modified physical sensations and nausea were the most
frequently reported somatic-dysphoric effects. The overall experience was
regarded as pleasant and satisfactory by five of the six volunteers, while one
volunteer experienced an intensely dysphoric reaction with transient
disorientation and anxiety at the medium dose and voluntarily withdrew from the
study.
CONCLUSIONS: Ayahuasca can be described as inducing changes in the perceptual,
affective, cognitive, and somatic spheres, with a combination of stimulatory and 
visual psychoactive effects of longer duration and milder intensity than those
previously reported for intravenously administered DMT.",NULL,1,"mg * body weight (kg)","The following experimental doses were chosen for the present study: 0.5 mg DMT/kg body weight as the low dose and 0.75 and 1.0 mg DMT/kg body weight as the medium and high dose, respectively. The freeze-dried material was encapsulated in 00 gelatin capsules containing 0.5, 0.25, or 0.125 g. Placebo capsules consisted of 00 gelatin capsules with 0.75 g lactose. Each volunteer received his calculated individual dose by combination of these capsules. Placebo capsules were added when necessary, so that all volunteers received 20 capsules on each experimental day.",DMT,"capsule (oral)",1.40,0.47,1.76,0.80,2.34,1.07,1.56,0.80,1.12,0.58,1.44,0.25
39,71,0,240,NULL,NULL,HRS,11295326,10.1016/s0376-8716(00)00175-7,"Riba J","2001 May 1","Riba, J., RodrÃ­guez-Fornells, A., Strassman, R.J. & Barbanoj, M.J. (2001) Psychometric assessment of the Hallucinogen Rating Scale. Drug and alcohol dependence, 3, 215-23.","Reliability and convergent-discriminant validity of a Spanish version of the
Hallucinogen Rating Scale (HRS) were assessed in two differentiated populations
of hallucinogen users involving the retrospective assessment of drug effects. In 
Study 1 (immediate assessment), 75 European users of the South American
hallucinogenic drink ayahuasca answered the HRS 4 h after drug intake in their
habitual setting. In Study 2 (delayed assessment), 56 adult polydrug users
answered the HRS and a short form of the Addiction Research Center Inventory
(ARCI) recalling the effects they experienced when they last took a hallucinogen,
in order to test the convergent-discriminant validity of HRS with the scales of
the standard questionnaire used in most studies involving psychoactive drugs. The
HRS scales showed increases after both the immediate and delayed retrospective
assessment of drug effects. Reliability data indicated that four of the six
scales show an acceptable level of internal consistency. Significant but limited 
correlations were found between the Perception and Somaesthesia scales and the
ARCI LSD scale, pointing out the questionnaire's construct validity. Thus, the
HRS was sensitive to hallucinogenic drug effects other than those elicited by
intravenous N,N-dimethyltryptamine (DMT), for which it was originally designed,
and showed reasonable reliability and convergent validity. Results suggest its
usefulness in the evaluation of subjective effects elicited by psychoactive drugs
with hallucinogenic properties, and constitute a preliminary approach to the
effects of ayahuasca in European subjects.",NULL,NULL,NULL,"Doses were not manipulated by researchers and therefore not reported","Ayahuasca (DMT)",oral,1.82,0.58,1.92,0.77,2.56,0.58,1.87,0.70,1.45,0.64,1.42,0.44
40,56,0,240,NULL,NULL,HRS,11295326,10.1016/s0376-8716(00)00175-7,"Riba J","2001 May 1","Riba, J., RodrÃ­guez-Fornells, A., Strassman, R.J. & Barbanoj, M.J. (2001) Psychometric assessment of the Hallucinogen Rating Scale. Drug and alcohol dependence, 3, 215-23.","Reliability and convergent-discriminant validity of a Spanish version of the
Hallucinogen Rating Scale (HRS) were assessed in two differentiated populations
of hallucinogen users involving the retrospective assessment of drug effects. In 
Study 1 (immediate assessment), 75 European users of the South American
hallucinogenic drink ayahuasca answered the HRS 4 h after drug intake in their
habitual setting. In Study 2 (delayed assessment), 56 adult polydrug users
answered the HRS and a short form of the Addiction Research Center Inventory
(ARCI) recalling the effects they experienced when they last took a hallucinogen,
in order to test the convergent-discriminant validity of HRS with the scales of
the standard questionnaire used in most studies involving psychoactive drugs. The
HRS scales showed increases after both the immediate and delayed retrospective
assessment of drug effects. Reliability data indicated that four of the six
scales show an acceptable level of internal consistency. Significant but limited 
correlations were found between the Perception and Somaesthesia scales and the
ARCI LSD scale, pointing out the questionnaire's construct validity. Thus, the
HRS was sensitive to hallucinogenic drug effects other than those elicited by
intravenous N,N-dimethyltryptamine (DMT), for which it was originally designed,
and showed reasonable reliability and convergent validity. Results suggest its
usefulness in the evaluation of subjective effects elicited by psychoactive drugs
with hallucinogenic properties, and constitute a preliminary approach to the
effects of ayahuasca in European subjects.",NULL,NULL,NULL,"Doses were not manipulated by researchers and therefore not reported","Ayahuasca (DMT)",oral,1.75,0.47,1.85,0.72,2.49,0.62,1.72,0.73,1.76,0.63,1.58,0.48
49,18,0,240,NULL,NULL,HRS,12047486,10.1046/j.1365-2125.2002.01609.x,"Riba J","2002 Jun","Riba, J., Anderer, P., Morte, A., Urbano, G., JanÃ©, F., Saletu, B. & Barbanoj, M.J. (2002) Topographic pharmaco-EEG mapping of the effects of the South American psychoactive beverage ayahuasca in healthy volunteers. British journal of clinical pharmacology, 6, 613-28.","AIMS: Ayahuasca is a traditional South American psychoactive beverage used in
Amazonian shamanism, and in the religious ceremonies of Brazilian-based syncretic
religious groups with followers in the US and several European countries. This
tea contains measurable amounts of the psychotropic indole N,N-dimethyltryptamine
(DMT), and beta-carboline alkaloids with MAO-inhibiting properties. In a previous
report we described a profile of stimulant and psychedelic effects for ayahuasca 
as measured by subjective report self-assessment instruments. In the present
study the cerebral bioavailability and time-course of effects of ayahuasca were
assessed in humans by means of topographic quantitative-electroencephalography
(q-EEG), a noninvasive method measuring drug-induced variations in brain
electrical activity.
METHODS: Two doses (one low and one high) of encapsulated freeze-dried ayahuasca,
equivalent to 0.6 and 0.85 mg DMT kg(-1) body weight, were administered to 18
healthy volunteers with previous experience in psychedelic drug use in a
double-blind crossover placebo-controlled clinical trial. Nineteen-lead
recordings were undertaken from baseline to 8 h after administration. Subjective 
effects were measured by means of the Hallucinogen Rating Scale (HRS).
RESULTS: Ayahuasca induced a pattern of psychoactive effects which resulted in
significant dose-dependent increases in all subscales of the HRS, and in
significant and dose-dependent modifications of brain electrical activity.
Absolute power decreased in all frequency bands, most prominently in the theta
band. Mean absolute power decreases (95% CI) at a representative lead (P3) 90 min
after the high dose were -20.20+/-15.23 microV2 and -2.70+/-2.21 microV2 for
total power and theta power, respectively. Relative power decreased in the delta 
(-1.20+/-1.31% after 120 min at P3) and theta (-3.30+/-2.59% after 120 min at P3)
bands, and increased in the beta band, most prominently in the faster beta-3
(1.00+/-0.88% after 90 min at P3) and beta-4 (0.30+/-0.24% after 90 min at P3)
subbands. Finally, an increase was also seen for the centroid of the total
activity and its deviation. EEG modifications began as early as 15-30 min,
reached a peak between 45 and 120 min and decreased thereafter to return to
baseline levels at 4-6 h after administration.
CONCLUSIONS: The central effects of ayahuasca could be objectively measured by
means of q-EEG, showing a time pattern which closely paralleled that of
previously reported subjective effects. The modifications seen for the individual
q-EEG variables were in line with those previously described for other
serotonergic psychedelics and share some features with the profile of effects
shown by pro-serotonergic and pro-dopaminergic drugs. The q-EEG profile supports 
the role of 5-HT2 and dopamine D2-receptor agonism in mediating the effects of
ayahuasca on the central nervous system.",NULL,0.6,"mg * body weight (kg)","The ayahuasca doses administered to the volunteers in the present study as the low and high dose were the equivalent to 0.6 and 0.85 mg DMT kg^(-1) body weight. The calculated individual dose for each volunteer was administered by combining 00 gelatin capsules containing 0.5 g, 0.25 g or 0.125 g of freeze-dried ayahuasca and placebo capsules containing 0.75 g lactose. Placebo capsules were added when necessary, so that all volunteers took the same number of capsules on each experimental day",DMT,"capsule (oral)",0.65,0.36,0.40,0.45,1.32,0.73,0.55,0.49,0.50,0.41,1.11,0.69
50,18,0,240,NULL,NULL,HRS,12047486,10.1046/j.1365-2125.2002.01609.x,"Riba J","2002 Jun","Riba, J., Anderer, P., Morte, A., Urbano, G., JanÃ©, F., Saletu, B. & Barbanoj, M.J. (2002) Topographic pharmaco-EEG mapping of the effects of the South American psychoactive beverage ayahuasca in healthy volunteers. British journal of clinical pharmacology, 6, 613-28.","AIMS: Ayahuasca is a traditional South American psychoactive beverage used in
Amazonian shamanism, and in the religious ceremonies of Brazilian-based syncretic
religious groups with followers in the US and several European countries. This
tea contains measurable amounts of the psychotropic indole N,N-dimethyltryptamine
(DMT), and beta-carboline alkaloids with MAO-inhibiting properties. In a previous
report we described a profile of stimulant and psychedelic effects for ayahuasca 
as measured by subjective report self-assessment instruments. In the present
study the cerebral bioavailability and time-course of effects of ayahuasca were
assessed in humans by means of topographic quantitative-electroencephalography
(q-EEG), a noninvasive method measuring drug-induced variations in brain
electrical activity.
METHODS: Two doses (one low and one high) of encapsulated freeze-dried ayahuasca,
equivalent to 0.6 and 0.85 mg DMT kg(-1) body weight, were administered to 18
healthy volunteers with previous experience in psychedelic drug use in a
double-blind crossover placebo-controlled clinical trial. Nineteen-lead
recordings were undertaken from baseline to 8 h after administration. Subjective 
effects were measured by means of the Hallucinogen Rating Scale (HRS).
RESULTS: Ayahuasca induced a pattern of psychoactive effects which resulted in
significant dose-dependent increases in all subscales of the HRS, and in
significant and dose-dependent modifications of brain electrical activity.
Absolute power decreased in all frequency bands, most prominently in the theta
band. Mean absolute power decreases (95% CI) at a representative lead (P3) 90 min
after the high dose were -20.20+/-15.23 microV2 and -2.70+/-2.21 microV2 for
total power and theta power, respectively. Relative power decreased in the delta 
(-1.20+/-1.31% after 120 min at P3) and theta (-3.30+/-2.59% after 120 min at P3)
bands, and increased in the beta band, most prominently in the faster beta-3
(1.00+/-0.88% after 90 min at P3) and beta-4 (0.30+/-0.24% after 90 min at P3)
subbands. Finally, an increase was also seen for the centroid of the total
activity and its deviation. EEG modifications began as early as 15-30 min,
reached a peak between 45 and 120 min and decreased thereafter to return to
baseline levels at 4-6 h after administration.
CONCLUSIONS: The central effects of ayahuasca could be objectively measured by
means of q-EEG, showing a time pattern which closely paralleled that of
previously reported subjective effects. The modifications seen for the individual
q-EEG variables were in line with those previously described for other
serotonergic psychedelics and share some features with the profile of effects
shown by pro-serotonergic and pro-dopaminergic drugs. The q-EEG profile supports 
the role of 5-HT2 and dopamine D2-receptor agonism in mediating the effects of
ayahuasca on the central nervous system.",NULL,0.85,"mg * body weight (kg)","The ayahuasca doses administered to the volunteers in the present study as the low and high dose were the equivalent to 0.6 and 0.85 mg DMT kg^(-1) body weight. The calculated individual dose for each volunteer was administered by combining 00 gelatin capsules containing 0.5 g, 0.25 g or 0.125 g of freeze-dried ayahuasca and placebo capsules containing 0.75 g lactose. Placebo capsules were added when necessary, so that all volunteers took the same number of capsules on each experimental day",DMT,"capsule (oral)",1.02,0.38,0.96,0.59,1.85,0.51,1.10,0.67,0.97,0.40,1.35,0.61
54,15,0,240,NULL,NULL,HRS,12474114,10.1007/s00213-002-1237-5,"Riba J","2002 Dec","Riba, J., RodrÃ­guez-Fornells, A. & Barbanoj, M.J. (2002) Effects of ayahuasca on sensory and sensorimotor gating in humans as measured by P50 suppression and prepulse inhibition of the startle reflex, respectively. Psychopharmacology, 1, 18-28.","RATIONALE: Ayahuasca, a South American psychotropic plant tea, combines the
psychedelic agent and 5-HT(2A/2C) agonist N, N-dimethyltryptamine (DMT) with
beta-carboline alkaloids showing monoamine oxidase-inhibiting properties. Current
human research with psychedelics and entactogens has explored the possibility
that drugs displaying agonist activity at the 5-HT(2A/2C) sites temporally
disrupt inhibitory neural mechanisms thought to intervene in the normal filtering
of information. Suppression of the P50 auditory evoked potential (AEP) and
prepulse inhibition of startle (PPI) are considered operational measures of
sensory (P50 suppression) and sensorimotor (PPI) gating. Contrary to findings in 
lower animals, unexpected increases in sensorimotor gating have been found in
humans following the administration of the serotonergic psychedelic psilocybin
and the serotonin releaser 3,4-methylenedioxymethamphetamine (MDMA). In addition,
to our knowledge P50 suppression has not been assessed previously in humans
following the administration of a 5-HT(2A/2C) agonist.
OBJECTIVES: To assess the effects of the acute administration of ayahuasca on P50
suppression and PPI in humans, in order to evaluate the drug's modulatory actions
on these measures of sensory and sensorimotor gating.
METHODS: Eighteen healthy volunteers with prior experience of psychedelic drug
use participated in a clinical trial in which placebo or ayahuasca doses (0.6 mg 
and 0.85 mg DMT/kg body weight) were administered according to a double-blind,
cross-over balanced design. P50 and startle reflex (pulse-alone and 60 ms, 120
ms, 240 ms and 2000 ms prepulse-to-pulse intervals) recordings were undertaken at
1.5 h and 2 h after drug intake, respectively.
RESULTS: Ayahuasca produced diverging effects on each of the two gating measures 
evaluated. Whereas significant dose-dependent reductions of P50 suppression were 
observed after ayahuasca, no significant effects were found on the startle
response, its habituation rate, or on PPI at any of the prepulse-to-pulse
intervals studied.
CONCLUSION: The present findings indicate, at the doses tested, a decremental
effect of ayahuasca on sensory gating, as measured by P50 suppression, and no
distinct effects on sensorimotor gating, as measured by PPI.",NULL,0.6,"mg * body weight (kg)",NULL,DMT,"capsule (oral)",0.60,0.36,0.44,0.48,1.27,0.79,0.57,0.52,0.42,0.40,1.23,0.68
